Idx,
2141,12.958
2142,11.328
2143,13.769
2144,16.631
2145,17.693
2146,18.449
2147,19.67
2148,19.33
2149,20.777
2150,19.222
2151,18.615
2152,19.531
2153,22.559
2154,26.824
2155,26.715
2156,26.214
2157,22.019
2158,22.927
2159,22.996
2160,20.588
2161,17.624
2162,14.088
2163,12.565
2164,10.694
2165,10.905
2166,9.489
2167,12.345
2168,11.751
2169,18.627
2170,21.992
2171,19.065
2172,19.03
2173,19.191
2174,16.853
2175,17.603
2176,17.717
2177,17.76
2178,17.93
2179,21.691
2180,22.69
2181,23.745
2182,23.43
2183,22.385
2184,21.726
2185,18.761
2186,16.898
2187,15.775
2188,15.365
2189,15.25
2190,14.274
2191,15.578
2192,20.025
2193,22.597
2194,23.913
2195,24.047
2196,22.561
2197,21.919
2198,22.015
2199,22.543
2200,23.577
2201,24.912
2202,25.879
2203,26.525
2204,26.017
2205,24.961
2206,24.118
2207,23.165
2208,21.167
2209,18.891
2210,14.916
2211,15.148
2212,15.216
2213,15.415
2214,14.23
2215,14.415
2216,17.254
2217,19.142
2218,21.257
2219,22.687
2220,22.651
2221,22.286
2222,21.135
2223,19.928
2224,19.736
2225,21.743
2226,23.111
2227,22.093
2228,21.636
2229,22.042
2230,20.582
2231,18.887
2232,21.825
2233,17.636
2234,15.465
2235,11.398
2236,13.493
2237,14.403
2238,12.481
2239,15.092
2240,18.564
2241,21.476
2242,22.389
2243,22.725
2244,22.168
2245,23.108
2246,22.503
2247,21.771
2248,21.447
2249,20.974
2250,18.692
2251,20.159
2252,18.52
2253,16.726
2254,17.531
2255,18.907
2256,16.957
2257,13.747
2258,11.565
2259,11.285
2260,9.938
2261,4.106
2262,2.38
2263,3.916
2264,10.114
2265,9.903
2266,12.072
2267,19.514
2268,21.532
2269,22.753
2270,22.511
2271,20.139
2272,10.175
2273,11.345
2274,15.202
2275,19.863
2276,19.904
2277,16.714
2278,13.62
2279,14.236
2280,16.576
2281,10.97
2282,10.124
2283,10.164
2284,8.276
2285,10.463
2286,9.805
2287,7.684
2288,11.109
2289,12.134
2290,16.542
2291,19.312
2292,20.865
2293,21.238
2294,21.623
2295,21.461
2296,20.339
2297,21.31
2298,22.533
2299,23.034
2300,23.118
2301,22.224
2302,20.961
2303,19.984
2304,19.31
2305,15.908
2306,13.355
2307,12.155
2308,10.929
2309,12.151
2310,11.556
2311,14.462
2312,16.923
2313,19.03
2314,21.53
2315,23.821
2316,24.564
2317,22.4
2318,18.78
2319,15.684
2320,18.363
2321,21.869
2322,24.621
2323,25.483
2324,26.528
2325,25.309
2326,24.45
2327,24.08
2328,21.198
2329,16.403
2330,12.463
2331,9.109
2332,8.509
2333,11.156
2334,10.144
2335,9.927
2336,16.487
2337,18.332
2338,19.289
2339,20.752
2340,20.304
2341,21.955
2342,20.123
2343,20.29
2344,16.604
2345,15.693
2346,15.259
2347,18.808
2348,22.033
2349,23.429
2350,22.239
2351,20.535
2352,19.39
2353,15.328
2354,12.433
2355,11.732
2356,12.17
2357,13.289
2358,14.455
2359,17.217
2360,19.976
2361,21.494
2362,23.789
2363,24.226
2364,24.118
2365,24.071
2366,24.012
2367,23.718
2368,24.024
2369,24.544
2370,26.952
2371,26.762
2372,26.068
2373,23.934
2374,23.719
2375,22.545
2376,21.733
2377,19.182
2378,17.226
2379,16.746
2380,16.314
2381,15.792
2382,15.108
2383,17.065
2384,20.215
2385,22.573
2386,23.48
2387,23.744
2388,23.533
2389,23.538
2390,21.619
2391,21.561
2392,19.857
2393,22.387
2394,23.718
2395,24.289
2396,25.574
2397,24.97
2398,23.983
2399,22.216
2400,22.211
2401,19.218
2402,16.813
2403,15.305
2404,15.804
2405,15.437
2406,14.808
2407,15.947
2408,19.301
2409,22.465
2410,21.049
2411,21.01
2412,22.884
2413,21.507
2414,19.271
2415,16.541
2416,13.911
2417,16.779
2418,18.711
2419,18.296
2420,13.463
2421,15.353
2422,17.788
2423,20.922
2424,18.413
2425,14.743
2426,12.472
2427,12.813
2428,10.29
2429,11.634
2430,9.908
2431,11.03
2432,12.416
2433,13.326
2434,15.132
2435,18.578
2436,18.187
2437,17.325
2438,14.962
2439,13.784
2440,18.009
2441,18.643
2442,15.333
2443,18.691
2444,15.75
2445,14.223
2446,13.241
2447,10.991
2448,12.335
2449,12.841
2450,9.315
2451,6.649
2452,7.091
2453,6.625
2454,4.488
2455,5.148
2456,3.38
2457,7.529
2458,9.754
2459,13.576
2460,16.991
2461,15.528
2462,14.46
2463,14.756
2464,11.274
2465,12.382
2466,17.054
2467,17.559
2468,17.347
2469,17.658
2470,18.807
2471,18.925
2472,17.578
2473,15.273
2474,13.579
2475,12.649
2476,13.453
2477,13.704
2478,13.583
2479,15.189
2480,19.295
2481,21.53
2482,23.03
2483,24.827
2484,25.283
2485,25.903
2486,25.889
2487,25.719
2488,25.906
2489,26.681
2490,27.905
2491,27.191
2492,27.198
2493,26.073
2494,24.07
2495,22.07
2496,19.9
2497,17.544
2498,14.843
2499,14.95
2500,14.764
2501,15.366
2502,14.679
2503,16.273
2504,19.577
2505,22.25
2506,23.917
2507,24.816
2508,24.985
2509,24.792
2510,23.936
2511,22.98
2512,23.197
2513,23.971
2514,24.632
2515,22.455
2516,20.294
2517,20.359
2518,20.928
2519,21.271
2520,20.38
2521,16.67
2522,15.242
2523,14.454
2524,15.111
2525,13.281
2526,13.808
2527,15.526
2528,19.537
2529,22.546
2530,23.784
2531,24.74
2532,24.718
2533,24.529
2534,23.936
2535,23.407
2536,23.392
2537,24.57
2538,25.987
2539,25.304
2540,25.076
2541,25.026
2542,24.066
2543,23.856
2544,22.26
2545,19.174
2546,17.099
2547,16.35
2548,15.482
2549,15.637
2550,14.777
2551,16.198
2552,19.834
2553,21.851
2554,23.033
2555,23.272
2556,22.365
2557,20.107
2558,18.072
2559,18.795
2560,19.58
2561,20.425
2562,22.034
2563,21.366
2564,17.134
2565,16.712
2566,17.457
2567,16.858
2568,16.08
2569,13.387
2570,13.151
2571,13.321
2572,14.267
2573,13.571
2574,12.928
2575,13.94
2576,18.234
2577,20.555
2578,21.576
2579,19.018
2580,18.57
2581,20.77
2582,19.475
2583,16.104
2584,13.878
2585,13.159
2586,14.781
2587,16.627
2588,15.374
2589,16.572
2590,12.69
2591,11.894
2592,9.694
2593,6.613
2594,4.695
2595,5.19
2596,3.001
2597,2.836
2598,2.052
2599,2.551
2600,4.307
2601,7.117
2602,10.401
2603,12.945
2604,12.421
2605,9.861
2606,9.073
2607,7.218
2608,6.508
2609,6.918
2610,11.327
2611,15.436
2612,20.401
2613,20.467
2614,19.078
2615,16.261
2616,17.284
2617,16.502
2618,14.161
2619,12.414
2620,12.585
2621,12.913
2622,12.29
2623,13.045
2624,13.676
2625,16.692
2626,19.66
2627,21.725
2628,23.292
2629,23.632
2630,21.895
2631,18.692
2632,15.294
2633,17.838
2634,18.971
2635,22.661
2636,22.791
2637,20.605
2638,19.541
2639,18.932
2640,18.652
2641,16.512
2642,14.366
2643,14.429
2644,14.248
2645,14.426
2646,13.896
2647,15.537
2648,19.106
2649,21.76
2650,23.642
2651,22.994
2652,23.181
2653,22.257
2654,24.02
2655,25.672
2656,25.824
2657,26.813
2658,27.607
2659,27.803
2660,24.187
2661,19.549
2662,16.133
2663,18.052
2664,14.045
2665,13.238
2666,11.545
2667,9.36
2668,7.362
2669,9.72
2670,8.777
2671,7.309
2672,15.157
2673,18
2674,19.891
2675,18.369
2676,19.661
2677,19.832
2678,21.158
2679,21.817
2680,21.827
2681,23.383
2682,24.723
2683,24.568
2684,23.369
2685,22.697
2686,23.438
2687,22.277
2688,20.898
2689,16.899
2690,15.023
2691,14.597
2692,14.367
2693,13.797
2694,13.719
2695,15.212
2696,19.343
2697,21.707
2698,23.473
2699,24.722
2700,26.381
2701,25.61
2702,22.922
2703,22.031
2704,19.641
2705,18.502
2706,21.368
2707,20.349
2708,19.38
2709,20.183
2710,21.316
2711,20.141
2712,17.088
2713,14.615
2714,13.692
2715,12.343
2716,9.091
2717,10.886
2718,11.262
2719,8.453
2720,12.261
2721,14.755
2722,14.076
2723,17.54
2724,13.923
2725,13.197
2726,13.055
2727,13.029
2728,16.423
2729,17.238
2730,15.288
2731,16.062
2732,16.283
2733,17.395
2734,20.702
2735,21.58
2736,20.184
2737,14.946
2738,13.52
2739,12.481
2740,12.106
2741,12.77
2742,13.457
2743,15.222
2744,19.668
2745,21.946
2746,22.93
2747,24.325
2748,24.941
2749,24.549
2750,23.907
2751,23.76
2752,24.063
2753,24.619
2754,25.174
2755,24.904
2756,24.45
2757,23.97
2758,23.119
2759,23.468
2760,21.918
2761,18.752
2762,16.489
2763,16.123
2764,15.419
2765,15.798
2766,14.473
2767,14.766
2768,17.221
2769,19.586
2770,22.233
2771,24.257
2772,24.614
2773,23.986
2774,22.212
2775,19.461
2776,19.218
2777,18.367
2778,19.233
2779,20.558
2780,21.763
2781,19.95
2782,18.977
2783,20.102
2784,19.789
2785,17.594
2786,15.748
2787,14.41
2788,13.824
2789,13.927
2790,12.964
2791,12.804
2792,13.87
2793,15.691
2794,18.426
2795,19.316
2796,19.228
2797,19.812
2798,19.385
2799,19.539
2800,19.934
2801,21.087
2802,21.136
2803,21.413
2804,20.425
2805,19.713
2806,19.545
2807,19.381
2808,17.413
2809,14.707
2810,12.778
2811,12.988
2812,12.205
2813,7.377
2814,7.181
2815,6.985
2816,10.834
2817,13.421
2818,16.143
2819,17.295
2820,18.083
2821,20.852
2822,20.638
2823,20.637
2824,19.374
2825,20.957
2826,23.574
2827,25.022
2828,26.116
2829,24.573
2830,25.157
2831,24.997
2832,22.116
2833,19.474
2834,17.429
2835,16.612
2836,16.118
2837,15.563
2838,15.052
2839,16.674
2840,20.999
2841,23.809
2842,25.445
2843,26.502
2844,26.718
2845,26.832
2846,25.86
2847,25.751
2848,26.138
2849,27.024
2850,29.172
2851,28.785
2852,28.902
2853,27.053
2854,26.514
2855,25.706
2856,22.591
2857,19.23
2858,17.362
2859,15.732
2860,15.613
2861,15.868
2862,16.218
2863,17.291
2864,20.35
2865,22.512
2866,23.471
2867,24.186
2868,23.875
2869,23.891
2870,22.987
2871,21.265
2872,21.44
2873,21.758
2874,24.847
2875,25.458
2876,27.922
2877,27.898
2878,26.833
2879,25.724
2880,21.984
2881,18.926
2882,17.419
2883,16.614
2884,16.176
2885,16.456
2886,16.2
2887,17.466
2888,21.111
2889,23.333
2890,24.867
2891,25.678
2892,25.682
2893,25.204
2894,23.78
2895,22.147
2896,21.655
2897,22.516
2898,22.465
2899,23.355
2900,23.031
2901,23.098
2902,24.112
2903,22.868
2904,20.257
2905,16.014
2906,15.407
2907,14.773
2908,14.477
2909,15.125
2910,14.172
2911,13.827
2912,17.579
2913,19.73
2914,17.956
2915,18.951
2916,17.705
2917,17.992
2918,15.353
2919,14.885
2920,14.071
2921,13.878
2922,14.974
2923,20.442
2924,21
2925,21.663
2926,20.443
2927,20.482
2928,20.671
2929,17.572
2930,14.534
2931,13.421
2932,13.686
2933,13.431
2934,12.814
2935,12.901
2936,15.023
2937,18.28
2938,17.497
2939,17.5
2940,16.473
2941,15.135
2942,12.213
2943,11.684
2944,7.78
2945,14.63
2946,14.479
2947,12.972
2948,14.416
2949,15.129
2950,15.068
2951,16.49
2952,16.593
2953,13.808
2954,13.016
2955,12.945
2956,12.687
2957,13.824
2958,13.211
2959,12.965
2960,14.027
2961,15.984
2962,18.626
2963,21.485
2964,21.436
2965,22.854
2966,20.541
2967,18.9
2968,19.229
2969,20.425
2970,22.458
2971,24.114
2972,22.516
2973,20.983
2974,20.111
2975,20.657
2976,13.102
2977,8.723
2978,11.055
2979,11.848
2980,11.009
2981,13.707
2982,13.055
2983,13.994
2984,16.276
2985,17.768
2986,20.24
2987,19.088
2988,17.972
2989,17.249
2990,21.309
2991,20.478
2992,20.216
2993,18.071
2994,20.886
2995,17.132
2996,14.178
2997,16.584
2998,12.996
2999,16.045
3000,14.664
3001,9.463
3002,3.627
3003,7.425
3004,2.222
3005,4.031
3006,2.745
3007,4.863
3008,7.935
3009,10.871
3010,11.979
3011,14.533
3012,10.794
3013,10.458
3014,9.845
3015,9.128
3016,13.193
3017,14.529
3018,17.394
3019,20.244
3020,18.245
3021,16.002
3022,19.003
3023,18.468
3024,15.717
3025,12.385
3026,11.133
3027,8.473
3028,8.15
3029,10.353
3030,13.716
3031,13.99
3032,16.23
3033,19.814
3034,22.511
3035,22.741
3036,21.908
3037,20.55
3038,18.091
3039,14.081
3040,14.268
3041,17.16
3042,24.906
3043,24.916
3044,22.418
3045,20.953
3046,24.398
3047,23.768
3048,18.932
3049,12.726
3050,9.58
3051,11.942
3052,13.315
3053,11.801
3054,13.203
3055,14.735
3056,19.468
3057,20.247
3058,21.065
3059,18.725
3060,18.685
3061,20.178
3062,19.376
3063,16.953
3064,17.886
3065,19.517
3066,19.945
3067,20.075
3068,20.795
3069,19.871
3070,21.855
3071,21.499
3072,18.278
3073,14.579
3074,13.844
3075,13.928
3076,14.256
3077,14.436
3078,14.218
3079,15.008
3080,18.632
3081,20.903
3082,22.415
3083,23.203
3084,23.358
3085,23.074
3086,21.401
3087,19.993
3088,19.54
3089,19.547
3090,21.278
3091,21.898
3092,21.309
3093,21.619
3094,19.69
3095,20.664
3096,20.465
3097,18.11
3098,16.555
3099,15.13
3100,14.25
3101,14.795
3102,14.708
3103,13.835
3104,15.458
3105,18.706
3106,20.649
3107,21.505
3108,17.498
3109,17.489
3110,13.742
3111,11.398
3112,8.054
3113,8.464
3114,11.642
3115,11.261
3116,11.34
3117,11.411
3118,12.403
3119,11.462
3120,10.531
3121,9.262
3122,9.272
3123,5.236
3124,5.366
3125,8.824
3126,11.345
3127,10.367
3128,9.732
3129,12.234
3130,15.678
3131,17.867
3132,15.13
3133,16.467
3134,19.109
3135,19.016
3136,17.507
3137,18.371
3138,19.999
3139,20.395
3140,22.012
3141,21.207
3142,21.362
3143,19.565
3144,17.146
3145,14.889
3146,10.681
3147,9.835
3148,10.509
3149,11.836
3150,12.115
3151,13.894
3152,18.522
3153,19.803
3154,21.385
3155,19.929
3156,21.18
3157,24.506
3158,23.717
3159,15.129
3160,13.533
3161,12.195
3162,13.735
3163,13.422
3164,14.791
3165,11.823
3166,11.576
3167,13.543
3168,11.746
3169,11.522
3170,9.825
3171,8.645
3172,10.397
3173,13.476
3174,14.474
3175,16.354
3176,19.294
3177,22.452
3178,23.269
3179,24.442
3180,25.042
3181,24.815
3182,23.895
3183,22.233
3184,22.304
3185,23.829
3186,26.155
3187,25.976
3188,26.1
3189,24.868
3190,25.419
3191,24.857
3192,21.12
3193,17.748
3194,16.417
3195,16.144
3196,15.854
3197,15.91
3198,16.386
3199,17.247
3200,20.826
3201,22.793
3202,23.995
3203,24.453
3204,24.208
3205,24.633
3206,24.062
3207,23.335
3208,22.816
3209,24.248
3210,26.098
3211,26.154
3212,25.972
3213,25.103
3214,25.33
3215,25.878
3216,22.441
3217,19.536
3218,17.503
3219,16.612
3220,16.127
3221,16.474
3222,16.831
3223,17.585
3224,20.745
3225,23.349
3226,25.33
3227,25.651
3228,24.651
3229,24.546
3230,23.586
3231,22.95
3232,23.365
3233,24.955
3234,25.973
3235,26.068
3236,26.171
3237,25.354
3238,26.356
3239,25.829
3240,22.783
3241,19.121
3242,17.033
3243,16.811
3244,16.624
3245,16.274
3246,16.532
3247,17.572
3248,20.293
3249,22.109
3250,23.283
3251,25.777
3252,26.682
3253,26.897
3254,26.393
3255,25.164
3256,25.073
3257,25.837
3258,27.247
3259,26.868
3260,25.068
3261,21.93
3262,21.922
3263,20.035
3264,18.829
3265,14.75
3266,13.587
3267,11.755
3268,9.572
3269,8.594
3270,9.912
3271,9.484
3272,9.855
3273,14.27
3274,16.094
3275,16.949
3276,17.808
3277,17.97
3278,14.981
3279,13.606
3280,18.003
3281,16.056
3282,19.364
3283,17.528
3284,18.434
3285,18.325
3286,19.653
3287,19.929
3288,18.55
3289,16.568
3290,15.205
3291,14.491
3292,13.771
3293,13.897
3294,13.871
3295,13.252
3296,14.203
3297,16.071
3298,18.861
3299,21.198
3300,21.466
3301,21.8
3302,20.953
3303,20.134
3304,20.565
3305,21.042
3306,22.727
3307,22.726
3308,22.394
3309,21.667
3310,22.847
3311,22.97
3312,19.776
3313,17.144
3314,15.899
3315,15.938
3316,15.363
3317,15.416
3318,15.902
3319,16.8
3320,20.771
3321,23.211
3322,25.093
3323,25.886
3324,25.607
3325,24.773
3326,23.789
3327,23.517
3328,23.431
3329,24.685
3330,26.368
3331,26.374
3332,26.303
3333,25.576
3334,26.645
3335,25.183
3336,21.295
3337,18.433
3338,16.707
3339,15.841
3340,15.067
3341,15.669
3342,15.944
3343,16.743
3344,20.364
3345,22.866
3346,24.405
3347,25.559
3348,25.438
3349,24.997
3350,24.639
3351,24.265
3352,24.468
3353,25.541
3354,27.987
3355,28.373
3356,28.606
3357,27.544
3358,27.929
3359,25.547
3360,21.612
3361,18.427
3362,16.503
3363,14.436
3364,14.334
3365,14.354
3366,15.189
3367,15.815
3368,20.951
3369,23.991
3370,23.851
3371,22.516
3372,19.56
3373,18.668
3374,16.846
3375,15.454
3376,16.585
3377,23.15
3378,27.325
3379,25.091
3380,23.681
3381,24.876
3382,25.109
3383,20.576
3384,18.312
3385,14.495
3386,15.621
3387,14.723
3388,14.733
3389,15.169
3390,16.11
3391,16.908
3392,21.872
3393,24.006
3394,22.891
3395,22.039
3396,20.104
3397,16.638
3398,18.651
3399,13.768
3400,16.235
3401,19.833
3402,22.239
3403,23.157
3404,21.991
3405,25.408
3406,21.972
3407,17.459
3408,18.116
3409,14.121
3410,13.39
3411,9.639
3412,7.929
3413,9.144
3414,13.572
3415,15.095
3416,18.537
3417,20.266
3418,20.797
3419,18.844
3420,18.189
3421,19.575
3422,20.482
3423,16.909
3424,19.155
3425,17.284
3426,16.902
3427,19.543
3428,20.01
3429,19.149
3430,22.264
3431,21.038
3432,18.7
3433,15.812
3434,12.792
3435,12.586
3436,12.775
3437,13.89
3438,13.911
3439,13.918
3440,15.2
3441,19.584
3442,22.841
3443,25.039
3444,24.353
3445,21.629
3446,19.855
3447,20.81
3448,20.678
3449,21.562
3450,23.152
3451,23.101
3452,23.136
3453,21.364
3454,21.857
3455,19.767
3456,17.267
3457,13.222
3458,10.663
3459,10.581
3460,9.912
3461,10.674
3462,10.763
3463,10.264
3464,11.146
3465,13.664
3466,15.26
3467,19.373
3468,17.242
3469,15.039
3470,9.836
3471,7.411
3472,6.988
3473,8.253
3474,9.007
3475,7.763
3476,10.965
3477,15.853
3478,17.892
3479,15.313
3480,13.842
3481,8.86
3482,11.026
3483,12.488
3484,14.514
3485,14.618
3486,15.499
3487,16.893
3488,21.577
3489,24.409
3490,24.672
3491,25.635
3492,25.4
3493,25.184
3494,24.824
3495,24.352
3496,24.403
3497,26.093
3498,27.756
3499,26.871
3500,25.367
3501,24.614
3502,27.18
3503,23.742
3504,16.774
3505,13.863
3506,12.326
3507,11.436
3508,11.026
3509,13.64
3510,12.367
3511,15.195
3512,17.643
3513,20.383
3514,20.247
3515,20.878
3516,20.245
3517,20.261
3518,18.262
3519,19.157
3520,19.284
3521,23.89
3522,25.834
3523,26.672
3524,26.935
3525,26.6
3526,28.103
3527,25.315
3528,20.984
3529,17.474
3530,15.9
3531,15.467
3532,15.553
3533,13.687
3534,13.175
3535,16.769
3536,21.171
3537,24.762
3538,25.332
3539,25.492
3540,21.209
3541,15.797
3542,12.329
3543,14.394
3544,14.061
3545,18.229
3546,23.608
3547,25.708
3548,22.299
3549,22.398
3550,25.688
3551,24.886
3552,19.656
3553,15.905
3554,10.815
3555,9.075
3556,7.499
3557,7.223
3558,7.604
3559,8.325
3560,14.983
3561,19.9
3562,18.256
3563,16.182
3564,15.232
3565,12.487
3566,12.223
3567,13.384
3568,11.695
3569,13.211
3570,16.173
3571,22.096
3572,21.857
3573,19.902
3574,25.094
3575,22.364
3576,17.211
3577,12.69
3578,12.813
3579,11.268
3580,12.768
3581,11.914
3582,11.656
3583,12.303
3584,17.049
3585,21.658
3586,22.45
3587,19.326
3588,15.979
3589,14.653
3590,18.226
3591,17.04
3592,18.678
3593,20.986
3594,17.634
3595,17.89
3596,21.895
3597,21.273
3598,19.964
3599,19.722
3600,17.841
3601,13.124
3602,11.569
3603,9.321
3604,10.08
3605,10.81
3606,11.663
3607,10.54
3608,13.795
3609,15.221
3610,17.215
3611,16.318
3612,15.561
3613,16.965
3614,14.925
3615,13.9
3616,13.36
3617,13.435
3618,14.025
3619,17.123
3620,19.997
3621,19.338
3622,21.376
3623,19.152
3624,16.012
3625,15.352
3626,14.563
3627,13.578
3628,12.464
3629,10.89
3630,10.907
3631,10.885
3632,9.236
3633,14.181
3634,18.936
3635,21.497
3636,22.316
3637,21.958
3638,20.729
3639,20.69
3640,19.48
3641,21.042
3642,21.496
3643,22.12
3644,23.778
3645,25.058
3646,25.886
3647,23.468
3648,20.578
3649,17.563
3650,15.078
3651,14.513
3652,14.884
3653,15.428
3654,15.886
3655,18.112
3656,22.448
3657,25.247
3658,25.509
3659,26.272
3660,26.164
3661,25.919
3662,25.148
3663,24.036
3664,23.871
3665,25.833
3666,25.672
3667,27.433
3668,29.123
3669,27.921
3670,28.87
3671,25.199
3672,21.261
3673,18.127
3674,16.83
3675,16.214
3676,15.574
3677,16.436
3678,16.938
3679,18.764
3680,22.451
3681,25.399
3682,25.449
3683,25.826
3684,24.749
3685,23.967
3686,23.004
3687,22.566
3688,21.373
3689,23.925
3690,27.032
3691,26.175
3692,27.378
3693,28.213
3694,28.268
3695,24.761
3696,20.99
3697,17.736
3698,15.721
3699,15.171
3700,15.398
3701,15.345
3702,15.688
3703,18.37
3704,22.558
3705,25.296
3706,25.653
3707,26.674
3708,26.478
3709,27.214
3710,25.692
3711,23.589
3712,23.922
3713,26.264
3714,28.531
3715,28.413
3716,28.462
3717,27.74
3718,28.802
3719,24.758
3720,19.915
3721,15.608
3722,13.625
3723,14.622
3724,14.017
3725,14.613
3726,16.095
3727,17.234
3728,21.42
3729,24.158
3730,25.042
3731,24.77
3732,23.53
3733,21.658
3734,19.22
3735,20.951
3736,19.009
3737,23.148
3738,21.884
3739,22.796
3740,26.676
3741,27.293
3742,29.497
3743,24.961
3744,20.82
3745,18.555
3746,16.654
3747,16.481
3748,15.433
3749,15.211
3750,15.78
3751,18.206
3752,22.118
3753,25.312
3754,25.558
3755,26.132
3756,25.078
3757,23.7
3758,23.163
3759,22.226
3760,22.013
3761,23.334
3762,24.827
3763,23.226
3764,23.74
3765,24.212
3766,26.911
3767,25.025
3768,20.216
3769,17.617
3770,16.546
3771,16.612
3772,13.565
3773,14.518
3774,14.355
3775,14.888
3776,17.36
3777,21.672
3778,24.129
3779,25.879
3780,25.185
3781,24.365
3782,22.285
3783,20.586
3784,19.865
3785,20.444
3786,21.846
3787,22.784
3788,22.352
3789,21.415
3790,23.95
3791,22.397
3792,19.956
3793,17.953
3794,15.954
3795,13.987
3796,13.196
3797,13.89
3798,14.193
3799,14.744
3800,14.777
3801,17.178
3802,20.427
3803,21.842
3804,19.848
3805,17.763
3806,18.477
3807,17.428
3808,18.497
3809,19.596
3810,20.168
3811,20.771
3812,21.865
3813,24.292
3814,25.887
3815,22.499
3816,19.495
3817,16.75
3818,16.114
3819,15.198
3820,14.337
3821,14.909
3822,15.726
3823,18.521
3824,22.821
3825,25.382
3826,25.832
3827,26.231
3828,25.557
3829,25.143
3830,24.781
3831,23.988
3832,23.599
3833,24.421
3834,26.442
3835,26.657
3836,26.741
3837,27.504
3838,28.838
3839,25.492
3840,21.037
3841,18.555
3842,16.926
3843,15.658
3844,14.738
3845,14.994
3846,16.115
3847,19.051
3848,23.351
3849,26.002
3850,26.406
3851,27.012
3852,26.705
3853,26.538
3854,25.696
3855,25.571
3856,25.093
3857,26.274
3858,27.114
3859,28.025
3860,28.325
3861,28.454
3862,28.466
3863,24.474
3864,20.104
3865,17.778
3866,16.473
3867,16.134
3868,15.729
3869,15.791
3870,16.613
3871,19.508
3872,23.813
3873,26.165
3874,26.403
3875,27.325
3876,27.04
3877,27.144
3878,25.353
3879,23.566
3880,23.073
3881,24.432
3882,26.6
3883,27.882
3884,29.648
3885,30.603
3886,29.093
3887,24.701
3888,20.265
3889,17.239
3890,15.581
3891,15.226
3892,14.161
3893,15.721
3894,16.991
3895,19.816
3896,25.181
3897,32.318
3898,33.017
3899,31.249
3900,31.088
3901,30.13
3902,28.628
3903,28.036
3904,28.941
3905,29.792
3906,30.454
3907,31.17
3908,32.542
3909,35.564
3910,35.355
3911,31.177
3912,27.625
3913,23.701
3914,22.198
3915,19.854
3916,18.662
3917,19.6
3918,20.371
3919,23.516
3920,28.912
3921,31.17
3922,30.256
3923,30.96
3924,26.458
3925,25.393
3926,27.577
3927,26.487
3928,25.682
3929,27.06
3930,27.818
3931,29.246
3932,28.934
3933,32.069
3934,31.882
3935,28.751
3936,22.911
3937,19.912
3938,19.332
3939,19.129
3940,16.174
3941,17.233
3942,17.622
3943,18.423
3944,16.982
3945,20.963
3946,23.791
3947,23.402
3948,24.597
3949,25.744
3950,24.506
3951,25.345
3952,21.992
3953,16.681
3954,21
3955,21.21
3956,26.526
3957,30.067
3958,30.743
3959,26.991
3960,23.208
3961,20.803
3962,19.612
3963,14.954
3964,15.61
3965,17.199
3966,17.977
3967,16.735
3968,17.989
3969,20.704
3970,26.412
3971,29.887
3972,29.668
3973,29.848
3974,26.953
3975,26.983
3976,30.809
3977,32.486
3978,33.748
3979,33.468
3980,34.685
3981,36.985
3982,35.248
3983,30.328
3984,26.063
3985,23.756
3986,22.361
3987,21.332
3988,20.66
3989,20.356
3990,20.573
3991,24.098
3992,30.334
3993,33.92
3994,34.329
3995,35.508
3996,35.225
3997,35.591
3998,36.321
3999,34.79
4000,33.702
4001,36.924
4002,38.955
4003,38.853
4004,39.828
4005,41.179
4006,39.1
4007,34.357
4008,28.909
4009,24.937
4010,23.217
4011,22.406
4012,21.791
4013,21.809
4014,22.595
4015,26.235
4016,32.264
4017,35.566
4018,35.503
4019,35.047
4020,33.897
4021,33.528
4022,32.843
4023,32.303
4024,31.611
4025,31.665
4026,33.4
4027,34.237
4028,36.198
4029,37.156
4030,36.004
4031,32.804
4032,26.688
4033,21.193
4034,21.364
4035,20.665
4036,19.873
4037,19.427
4038,20.707
4039,25.312
4040,30.902
4041,34.5
4042,34.992
4043,35.141
4044,34.517
4045,33.747
4046,32.903
4047,32.391
4048,32.476
4049,34.487
4050,36.396
4051,36.476
4052,36.281
4053,39.535
4054,38.231
4055,33.873
4056,28.365
4057,24.411
4058,22.438
4059,21.719
4060,21.117
4061,21.27
4062,21.662
4063,25.208
4064,31.475
4065,34.6
4066,34.308
4067,33.659
4068,32.974
4069,33.223
4070,32.635
4071,30.852
4072,30.559
4073,31.281
4074,33.406
4075,34.659
4076,36.575
4077,39.322
4078,37.83
4079,33.595
4080,28.234
4081,24.595
4082,22.578
4083,21.448
4084,20.524
4085,20.91
4086,21.77
4087,25.646
4088,30.942
4089,33.472
4090,33.457
4091,33.715
4092,33.046
4093,32.482
4094,32.171
4095,30.921
4096,30.099
4097,31.309
4098,33.395
4099,33.061
4100,33.364
4101,36.499
4102,35.396
4103,31.596
4104,27.867
4105,24.386
4106,21.175
4107,19.472
4108,18.326
4109,18.37
4110,18.163
4111,20.843
4112,22.193
4113,26.341
4114,29.409
4115,29.677
4116,29.463
4117,28.769
4118,26.771
4119,25.478
4120,25.238
4121,27.12
4122,28.728
4123,30.991
4124,32.503
4125,33.197
4126,31.753
4127,29.111
4128,26.666
4129,23.882
4130,21.108
4131,19.575
4132,18.519
4133,18.466
4134,18.996
4135,20.076
4136,20.445
4137,22.54
4138,26.564
4139,29.665
4140,28.544
